transaction_id,account_number,transaction_type,amount,transaction_date,transaction_timestamp,channel,merchant,transaction_city,transaction_state,status,is_fraudulent,processing_fee,created_timestamp
TXN_00000798,ACC_314829236,INTEREST,30.9,2025-05-13,2025-05-13 23:08:30,ATM,,New York,CA,COMPLETED,False,2.5,2025-07-25 23:08:30
TXN_00000799,ACC_924212122,INTEREST,76.43,2025-05-10,2025-05-10 23:08:30,BRANCH,,Chicago,TX,PENDING,False,0.91,2025-07-25 23:08:30
TXN_00000800,ACC_838161934,FEE,-10.73,2025-06-19,2025-06-19 23:08:30,ONLINE,,New York,TX,COMPLETED,False,1.38,2025-07-25 23:08:30
TXN_00000801,ACC_505144293,FEE,-39.34,2025-07-23,2025-07-23 23:08:30,PHONE,,Phoenix,CA,COMPLETED,False,0.69,2025-07-25 23:08:30
TXN_00000802,ACC_852973431,WITHDRAWAL,-475.61,2025-05-07,2025-05-07 23:08:30,BRANCH,Apple,Chicago,CA,COMPLETED,False,0.6,2025-07-25 23:08:30
TXN_00000803,ACC_709072427,DEPOSIT,169.16,2025-05-19,2025-05-19 23:08:30,BRANCH,,Houston,TX,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000804,ACC_866183203,WITHDRAWAL,-406.63,2025-06-21,2025-06-21 23:08:30,MOBILE,Netflix,Houston,CA,PENDING,False,2.1,2025-07-25 23:08:30
TXN_00000805,ACC_984858711,TRANSFER,906.83,2025-07-01,2025-07-01 23:08:30,BRANCH,,Los Angeles,TX,COMPLETED,True,1.02,2025-07-25 23:08:30
TXN_00000806,ACC_381105036,WITHDRAWAL,-197.34,2025-06-24,2025-06-24 23:08:30,MOBILE,Apple,Houston,NY,COMPLETED,False,0.47,2025-07-25 23:08:30
TXN_00000807,ACC_447082726,INTEREST,40.06,2025-06-28,2025-06-28 23:08:30,BRANCH,,Houston,AZ,COMPLETED,True,0.33,2025-07-25 23:08:30
TXN_00000808,ACC_163084820,DEPOSIT,1731.03,2025-06-25,2025-06-25 23:08:30,BRANCH,,Chicago,AZ,FAILED,True,0.0,2025-07-25 23:08:30
TXN_00000809,ACC_105756315,TRANSFER,18.17,2025-06-07,2025-06-07 23:08:30,MOBILE,,Houston,IL,COMPLETED,False,0.14,2025-07-25 23:08:30
TXN_00000810,ACC_292599457,TRANSFER,-1320.53,2025-05-23,2025-05-23 23:08:30,MOBILE,,Houston,CA,COMPLETED,False,2.49,2025-07-25 23:08:30
TXN_00000811,ACC_564854683,WITHDRAWAL,-372.4,2025-06-15,2025-06-15 23:08:30,ATM,Target,Houston,IL,COMPLETED,False,0.99,2025-07-25 23:08:30
TXN_00000812,ACC_382626443,FEE,-10.59,2025-06-22,2025-06-22 23:08:30,PHONE,,Chicago,TX,COMPLETED,False,2.58,2025-07-25 23:08:30
TXN_00000813,ACC_627502276,WITHDRAWAL,-227.72,2025-05-02,2025-05-02 23:08:30,BRANCH,Amazon,Los Angeles,CA,COMPLETED,False,0.64,2025-07-25 23:08:30
TXN_00000814,ACC_604924443,TRANSFER,-1345.78,2025-05-27,2025-05-27 23:08:30,BRANCH,,New York,TX,COMPLETED,False,1.25,2025-07-25 23:08:30
TXN_00000815,ACC_861314243,FEE,-26.95,2025-05-23,2025-05-23 23:08:30,ATM,,Los Angeles,NY,COMPLETED,True,0.71,2025-07-25 23:08:30
TXN_00000816,ACC_405067716,WITHDRAWAL,-90.87,2025-05-21,2025-05-21 23:08:30,MOBILE,Apple,Phoenix,CA,FAILED,True,1.84,2025-07-25 23:08:30
TXN_00000817,ACC_712878747,WITHDRAWAL,-295.95,2025-07-16,2025-07-16 23:08:30,ONLINE,Netflix,New York,IL,COMPLETED,False,2.38,2025-07-25 23:08:30
TXN_00000818,ACC_830831002,DEPOSIT,2031.43,2025-05-11,2025-05-11 23:08:30,ATM,,Chicago,CA,COMPLETED,True,0.0,2025-07-25 23:08:30
TXN_00000819,ACC_594171613,INTEREST,66.12,2025-05-28,2025-05-28 23:08:30,MOBILE,,Phoenix,NY,COMPLETED,True,2.3,2025-07-25 23:08:30
TXN_00000820,ACC_586514567,TRANSFER,1789.67,2025-05-14,2025-05-14 23:08:30,ONLINE,,Los Angeles,NY,COMPLETED,False,2.79,2025-07-25 23:08:30
TXN_00000821,ACC_898649166,DEPOSIT,2781.07,2025-05-09,2025-05-09 23:08:30,BRANCH,,New York,TX,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000822,ACC_357784072,PAYMENT,-911.26,2025-06-29,2025-06-29 23:08:30,ONLINE,Uber,Houston,IL,COMPLETED,True,1.04,2025-07-25 23:08:30
TXN_00000823,ACC_960175026,PAYMENT,-267.79,2025-06-16,2025-06-16 23:08:30,PHONE,Target,Chicago,NY,COMPLETED,False,0.7,2025-07-25 23:08:30
TXN_00000824,ACC_578290147,PAYMENT,-525.94,2025-05-14,2025-05-14 23:08:30,PHONE,Uber,New York,TX,COMPLETED,False,0.65,2025-07-25 23:08:30
TXN_00000825,ACC_777194209,PAYMENT,-907.52,2025-05-21,2025-05-21 23:08:30,MOBILE,Netflix,Los Angeles,CA,PENDING,False,2.2,2025-07-25 23:08:30
TXN_00000826,ACC_663368481,DEPOSIT,1524.44,2025-05-31,2025-05-31 23:08:30,ATM,,Houston,IL,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000827,ACC_834776489,TRANSFER,1366.15,2025-05-20,2025-05-20 23:08:30,BRANCH,,Chicago,AZ,COMPLETED,False,0.27,2025-07-25 23:08:30
TXN_00000828,ACC_148420285,FEE,-44.89,2025-06-01,2025-06-01 23:08:30,BRANCH,,New York,TX,FAILED,False,1.24,2025-07-25 23:08:30
TXN_00000829,ACC_728748729,DEPOSIT,3866.37,2025-07-23,2025-07-23 23:08:30,ATM,,Houston,CA,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000830,ACC_148596177,DEPOSIT,2139.63,2025-04-26,2025-04-26 23:08:30,MOBILE,,Chicago,AZ,PENDING,False,0.0,2025-07-25 23:08:30
TXN_00000831,ACC_769811308,TRANSFER,-634.66,2025-07-02,2025-07-02 23:08:30,ONLINE,,Los Angeles,NY,FAILED,False,3.05,2025-07-25 23:08:30
TXN_00000832,ACC_214171676,PAYMENT,-468.3,2025-07-25,2025-07-25 23:08:30,BRANCH,Walmart,New York,CA,PENDING,False,2.42,2025-07-25 23:08:30
TXN_00000833,ACC_806218351,INTEREST,60.39,2025-05-24,2025-05-24 23:08:30,MOBILE,,Phoenix,AZ,COMPLETED,False,2.82,2025-07-25 23:08:30
TXN_00000834,ACC_194097510,WITHDRAWAL,-433.79,2025-07-01,2025-07-01 23:08:30,ATM,Amazon,Los Angeles,NY,COMPLETED,False,2.27,2025-07-25 23:08:30
TXN_00000835,ACC_797652827,WITHDRAWAL,-286.46,2025-05-06,2025-05-06 23:08:30,PHONE,Starbucks,New York,IL,PENDING,False,1.66,2025-07-25 23:08:30
TXN_00000836,ACC_123425640,DEPOSIT,913.92,2025-07-06,2025-07-06 23:08:30,BRANCH,,Houston,TX,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000837,ACC_728381921,WITHDRAWAL,-401.34,2025-05-14,2025-05-14 23:08:30,BRANCH,Amazon,Chicago,NY,COMPLETED,False,3.43,2025-07-25 23:08:30
TXN_00000838,ACC_632257271,INTEREST,58.08,2025-05-16,2025-05-16 23:08:30,MOBILE,,New York,TX,PENDING,False,1.8,2025-07-25 23:08:30
TXN_00000839,ACC_878048553,FEE,-5.57,2025-05-24,2025-05-24 23:08:30,ONLINE,,New York,AZ,COMPLETED,False,2.02,2025-07-25 23:08:30
TXN_00000840,ACC_694053774,DEPOSIT,1412.46,2025-05-04,2025-05-04 23:08:30,BRANCH,,Houston,NY,PENDING,False,0.0,2025-07-25 23:08:30
TXN_00000841,ACC_793830293,TRANSFER,-206.7,2025-05-31,2025-05-31 23:08:30,ATM,,Los Angeles,IL,COMPLETED,False,1.2,2025-07-25 23:08:30
TXN_00000842,ACC_349218819,FEE,-39.56,2025-04-29,2025-04-29 23:08:30,MOBILE,,Phoenix,TX,COMPLETED,False,2.53,2025-07-25 23:08:30
TXN_00000843,ACC_519157914,PAYMENT,-171.08,2025-04-30,2025-04-30 23:08:30,MOBILE,Netflix,Los Angeles,AZ,COMPLETED,False,2.42,2025-07-25 23:08:30
TXN_00000844,ACC_192547842,INTEREST,48.55,2025-07-03,2025-07-03 23:08:30,ONLINE,,Los Angeles,AZ,PENDING,True,2.78,2025-07-25 23:08:30
TXN_00000845,ACC_630133267,TRANSFER,-1061.12,2025-05-15,2025-05-15 23:08:30,ATM,,New York,IL,COMPLETED,False,2.37,2025-07-25 23:08:30
TXN_00000846,ACC_287598577,FEE,-48.48,2025-07-17,2025-07-17 23:08:30,MOBILE,,Houston,NY,FAILED,False,0.42,2025-07-25 23:08:30
TXN_00000847,ACC_340620860,PAYMENT,-743.47,2025-06-12,2025-06-12 23:08:30,MOBILE,Amazon,Phoenix,IL,COMPLETED,False,2.12,2025-07-25 23:08:30
TXN_00000848,ACC_211821641,INTEREST,5.52,2025-05-30,2025-05-30 23:08:30,BRANCH,,New York,NY,FAILED,False,2.74,2025-07-25 23:08:30
TXN_00000849,ACC_209379970,FEE,-48.01,2025-07-12,2025-07-12 23:08:30,ONLINE,,New York,CA,COMPLETED,False,2.55,2025-07-25 23:08:30
TXN_00000850,ACC_860384622,PAYMENT,-241.85,2025-05-23,2025-05-23 23:08:30,ATM,Target,Chicago,IL,COMPLETED,True,2.97,2025-07-25 23:08:30
TXN_00000851,ACC_571489117,PAYMENT,-234.63,2025-07-25,2025-07-25 23:08:30,ONLINE,Netflix,Chicago,IL,FAILED,False,0.3,2025-07-25 23:08:30
TXN_00000852,ACC_499900489,INTEREST,75.61,2025-06-09,2025-06-09 23:08:30,ONLINE,,Los Angeles,AZ,PENDING,False,0.48,2025-07-25 23:08:30
TXN_00000853,ACC_560445025,PAYMENT,-86.57,2025-05-28,2025-05-28 23:08:30,PHONE,McDonald's,New York,TX,COMPLETED,True,2.51,2025-07-25 23:08:30
TXN_00000854,ACC_655498930,DEPOSIT,515.41,2025-06-15,2025-06-15 23:08:30,BRANCH,,Los Angeles,TX,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000855,ACC_915176620,DEPOSIT,3334.86,2025-05-04,2025-05-04 23:08:30,ONLINE,,Phoenix,NY,FAILED,False,0.0,2025-07-25 23:08:30
TXN_00000856,ACC_550225634,PAYMENT,-118.65,2025-04-27,2025-04-27 23:08:30,PHONE,Shell,Chicago,IL,COMPLETED,False,3.15,2025-07-25 23:08:30
TXN_00000857,ACC_755413145,WITHDRAWAL,-156.86,2025-05-29,2025-05-29 23:08:30,ONLINE,Spotify,Phoenix,AZ,PENDING,False,3.11,2025-07-25 23:08:30
TXN_00000858,ACC_939196979,INTEREST,40.75,2025-06-30,2025-06-30 23:08:30,MOBILE,,New York,NY,FAILED,False,1.36,2025-07-25 23:08:30
TXN_00000859,ACC_871892101,INTEREST,88.05,2025-05-20,2025-05-20 23:08:30,PHONE,,Chicago,CA,COMPLETED,False,1.93,2025-07-25 23:08:30
TXN_00000860,ACC_659780124,TRANSFER,1028.19,2025-07-05,2025-07-05 23:08:30,ATM,,New York,AZ,FAILED,False,0.84,2025-07-25 23:08:30
TXN_00000861,ACC_931245592,TRANSFER,906.04,2025-05-22,2025-05-22 23:08:30,ATM,,New York,IL,COMPLETED,False,1.24,2025-07-25 23:08:30
TXN_00000862,ACC_151252777,INTEREST,94.16,2025-05-29,2025-05-29 23:08:30,MOBILE,,Phoenix,NY,PENDING,False,3.44,2025-07-25 23:08:30
TXN_00000863,ACC_964778305,INTEREST,98.91,2025-05-14,2025-05-14 23:08:30,PHONE,,Phoenix,CA,COMPLETED,False,1.0,2025-07-25 23:08:30
TXN_00000864,ACC_942661053,INTEREST,57.49,2025-07-08,2025-07-08 23:08:30,BRANCH,,Phoenix,CA,COMPLETED,False,1.81,2025-07-25 23:08:30
TXN_00000865,ACC_306754637,TRANSFER,-182.76,2025-07-07,2025-07-07 23:08:30,BRANCH,,Houston,NY,COMPLETED,True,1.49,2025-07-25 23:08:30
TXN_00000866,ACC_239654428,PAYMENT,-786.29,2025-07-16,2025-07-16 23:08:30,MOBILE,Spotify,Houston,AZ,FAILED,False,2.73,2025-07-25 23:08:30
TXN_00000867,ACC_383138961,FEE,-26.31,2025-06-01,2025-06-01 23:08:30,BRANCH,,Houston,TX,COMPLETED,False,1.77,2025-07-25 23:08:30
TXN_00000868,ACC_620511813,INTEREST,46.04,2025-04-26,2025-04-26 23:08:30,PHONE,,Phoenix,NY,COMPLETED,False,1.66,2025-07-25 23:08:30
TXN_00000869,ACC_901544309,WITHDRAWAL,-37.41,2025-06-08,2025-06-08 23:08:30,ATM,Apple,Houston,NY,COMPLETED,False,2.0,2025-07-25 23:08:30
TXN_00000870,ACC_143252622,FEE,-42.72,2025-06-08,2025-06-08 23:08:30,MOBILE,,Chicago,IL,COMPLETED,False,0.1,2025-07-25 23:08:30
TXN_00000871,ACC_253404845,WITHDRAWAL,-115.94,2025-06-02,2025-06-02 23:08:30,ATM,Shell,Chicago,CA,COMPLETED,False,0.01,2025-07-25 23:08:30
TXN_00000872,ACC_687913699,TRANSFER,-1729.74,2025-07-20,2025-07-20 23:08:30,BRANCH,,Houston,AZ,COMPLETED,False,1.58,2025-07-25 23:08:30
TXN_00000873,ACC_462734944,PAYMENT,-527.15,2025-05-09,2025-05-09 23:08:30,ONLINE,Target,Phoenix,TX,PENDING,False,0.52,2025-07-25 23:08:30
TXN_00000874,ACC_881538189,TRANSFER,-1642.74,2025-05-07,2025-05-07 23:08:30,PHONE,,Houston,TX,COMPLETED,False,1.19,2025-07-25 23:08:30
TXN_00000875,ACC_149198538,INTEREST,89.06,2025-06-20,2025-06-20 23:08:30,ATM,,Los Angeles,NY,FAILED,False,1.96,2025-07-25 23:08:30
TXN_00000876,ACC_232909491,INTEREST,56.16,2025-07-01,2025-07-01 23:08:30,PHONE,,Phoenix,AZ,COMPLETED,False,1.83,2025-07-25 23:08:30
TXN_00000877,ACC_905906132,PAYMENT,-499.87,2025-07-23,2025-07-23 23:08:30,ATM,Spotify,Los Angeles,NY,COMPLETED,False,0.86,2025-07-25 23:08:30
TXN_00000878,ACC_857651237,FEE,-28.9,2025-05-18,2025-05-18 23:08:30,PHONE,,Chicago,TX,FAILED,True,1.72,2025-07-25 23:08:30
TXN_00000879,ACC_124978726,TRANSFER,-251.93,2025-06-02,2025-06-02 23:08:30,ATM,,Phoenix,IL,PENDING,False,0.32,2025-07-25 23:08:30
TXN_00000880,ACC_206658672,FEE,-42.01,2025-07-07,2025-07-07 23:08:30,ONLINE,,Chicago,NY,COMPLETED,False,3.33,2025-07-25 23:08:30
TXN_00000881,ACC_828650400,WITHDRAWAL,-471.13,2025-06-14,2025-06-14 23:08:30,ONLINE,Amazon,New York,IL,PENDING,True,1.12,2025-07-25 23:08:30
TXN_00000882,ACC_543265118,TRANSFER,-968.26,2025-07-10,2025-07-10 23:08:30,ATM,,Los Angeles,CA,FAILED,False,0.83,2025-07-25 23:08:30
TXN_00000883,ACC_646127934,FEE,-31.71,2025-07-11,2025-07-11 23:08:30,MOBILE,,New York,IL,PENDING,False,1.42,2025-07-25 23:08:30
TXN_00000884,ACC_619875201,DEPOSIT,2096.72,2025-06-26,2025-06-26 23:08:30,ATM,,Chicago,AZ,FAILED,True,0.0,2025-07-25 23:08:30
TXN_00000885,ACC_364479890,FEE,-19.05,2025-07-09,2025-07-09 23:08:30,MOBILE,,Phoenix,TX,PENDING,True,2.96,2025-07-25 23:08:30
TXN_00000886,ACC_637335173,WITHDRAWAL,-116.39,2025-07-07,2025-07-07 23:08:30,MOBILE,Spotify,Los Angeles,CA,FAILED,False,3.36,2025-07-25 23:08:30
TXN_00000887,ACC_696090185,PAYMENT,-958.42,2025-05-27,2025-05-27 23:08:30,PHONE,Shell,Los Angeles,NY,COMPLETED,False,0.96,2025-07-25 23:08:30
TXN_00000888,ACC_369389966,INTEREST,38.33,2025-06-11,2025-06-11 23:08:30,ONLINE,,Phoenix,AZ,COMPLETED,True,0.56,2025-07-25 23:08:30
TXN_00000889,ACC_673474007,FEE,-46.68,2025-07-14,2025-07-14 23:08:30,BRANCH,,New York,CA,FAILED,False,3.07,2025-07-25 23:08:30
TXN_00000890,ACC_326398655,FEE,-26.02,2025-06-15,2025-06-15 23:08:30,MOBILE,,Chicago,TX,COMPLETED,False,2.32,2025-07-25 23:08:30
TXN_00000891,ACC_445356445,TRANSFER,-1157.5,2025-05-10,2025-05-10 23:08:30,MOBILE,,New York,CA,COMPLETED,False,1.67,2025-07-25 23:08:30
TXN_00000892,ACC_110284954,INTEREST,17.77,2025-05-15,2025-05-15 23:08:30,BRANCH,,Houston,AZ,COMPLETED,True,1.89,2025-07-25 23:08:30
TXN_00000893,ACC_993443242,INTEREST,44.8,2025-07-10,2025-07-10 23:08:30,MOBILE,,Houston,AZ,COMPLETED,False,0.62,2025-07-25 23:08:30
TXN_00000894,ACC_924597047,INTEREST,98.39,2025-07-10,2025-07-10 23:08:30,BRANCH,,Chicago,CA,PENDING,True,0.78,2025-07-25 23:08:30
TXN_00000895,ACC_121240400,TRANSFER,722.22,2025-04-26,2025-04-26 23:08:30,MOBILE,,Los Angeles,NY,FAILED,False,2.83,2025-07-25 23:08:30
TXN_00000896,ACC_337455513,WITHDRAWAL,-19.74,2025-06-09,2025-06-09 23:08:30,ATM,Shell,Houston,AZ,COMPLETED,True,0.69,2025-07-25 23:08:30
TXN_00000897,ACC_981674615,INTEREST,39.91,2025-06-20,2025-06-20 23:08:30,PHONE,,Phoenix,TX,COMPLETED,False,0.68,2025-07-25 23:08:30
TXN_00000898,ACC_893296383,FEE,-18.07,2025-05-09,2025-05-09 23:08:30,PHONE,,Los Angeles,NY,FAILED,False,2.61,2025-07-25 23:08:30
TXN_00000899,ACC_236827900,TRANSFER,1734.25,2025-06-26,2025-06-26 23:08:30,PHONE,,Chicago,CA,COMPLETED,False,2.15,2025-07-25 23:08:30
TXN_00000900,ACC_830874965,FEE,-8.05,2025-07-25,2025-07-25 23:08:30,BRANCH,,New York,IL,PENDING,False,0.96,2025-07-25 23:08:30
TXN_00000901,ACC_830330709,FEE,-27.84,2025-06-09,2025-06-09 23:08:30,PHONE,,New York,CA,COMPLETED,False,3.21,2025-07-25 23:08:30
TXN_00000902,ACC_671671189,PAYMENT,-685.34,2025-06-05,2025-06-05 23:08:30,ONLINE,McDonald's,New York,AZ,COMPLETED,False,3.42,2025-07-25 23:08:30
TXN_00000903,ACC_555073531,DEPOSIT,4593.28,2025-06-30,2025-06-30 23:08:30,ONLINE,,Chicago,IL,COMPLETED,True,0.0,2025-07-25 23:08:30
TXN_00000904,ACC_129928143,PAYMENT,-570.21,2025-07-22,2025-07-22 23:08:30,PHONE,McDonald's,Chicago,CA,COMPLETED,False,0.83,2025-07-25 23:08:30
TXN_00000905,ACC_465933326,DEPOSIT,4126.01,2025-05-20,2025-05-20 23:08:30,ONLINE,,New York,AZ,FAILED,False,0.0,2025-07-25 23:08:30
TXN_00000906,ACC_920444599,DEPOSIT,3164.21,2025-05-12,2025-05-12 23:08:30,ATM,,New York,NY,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000907,ACC_436381228,INTEREST,6.97,2025-07-09,2025-07-09 23:08:30,ATM,,Houston,NY,COMPLETED,False,2.19,2025-07-25 23:08:30
TXN_00000908,ACC_170641753,DEPOSIT,3420.07,2025-05-15,2025-05-15 23:08:30,ATM,,Chicago,TX,PENDING,True,0.0,2025-07-25 23:08:30
TXN_00000909,ACC_762822951,PAYMENT,-768.05,2025-05-10,2025-05-10 23:08:30,PHONE,Amazon,Houston,TX,PENDING,False,3.08,2025-07-25 23:08:30
TXN_00000910,ACC_764893749,DEPOSIT,1764.12,2025-04-30,2025-04-30 23:08:30,ATM,,Houston,AZ,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000911,ACC_306675241,DEPOSIT,603.18,2025-05-10,2025-05-10 23:08:30,ATM,,Phoenix,CA,FAILED,False,0.0,2025-07-25 23:08:30
TXN_00000912,ACC_784364101,FEE,-37.83,2025-06-02,2025-06-02 23:08:30,BRANCH,,Phoenix,TX,COMPLETED,False,0.48,2025-07-25 23:08:30
TXN_00000913,ACC_147320653,DEPOSIT,725.64,2025-05-12,2025-05-12 23:08:30,BRANCH,,Phoenix,IL,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000914,ACC_681048625,WITHDRAWAL,-427.77,2025-06-16,2025-06-16 23:08:30,PHONE,McDonald's,Chicago,IL,COMPLETED,False,2.05,2025-07-25 23:08:30
TXN_00000915,ACC_828319480,WITHDRAWAL,-471.91,2025-05-22,2025-05-22 23:08:30,PHONE,Amazon,Houston,IL,COMPLETED,False,2.24,2025-07-25 23:08:30
TXN_00000916,ACC_316102606,DEPOSIT,1773.6,2025-05-01,2025-05-01 23:08:30,BRANCH,,Houston,AZ,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000917,ACC_707841924,TRANSFER,464.41,2025-06-02,2025-06-02 23:08:30,MOBILE,,Los Angeles,NY,PENDING,True,1.74,2025-07-25 23:08:30
TXN_00000918,ACC_103969701,INTEREST,22.69,2025-06-26,2025-06-26 23:08:30,BRANCH,,Phoenix,CA,COMPLETED,False,2.57,2025-07-25 23:08:30
TXN_00000919,ACC_974726647,TRANSFER,1229.09,2025-06-07,2025-06-07 23:08:30,ONLINE,,Houston,CA,COMPLETED,False,0.03,2025-07-25 23:08:30
TXN_00000920,ACC_484277885,DEPOSIT,2817.99,2025-07-07,2025-07-07 23:08:30,MOBILE,,Houston,CA,FAILED,False,0.0,2025-07-25 23:08:30
TXN_00000921,ACC_147142443,DEPOSIT,1075.7,2025-06-19,2025-06-19 23:08:30,ONLINE,,Los Angeles,IL,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000922,ACC_695395166,WITHDRAWAL,-412.51,2025-07-23,2025-07-23 23:08:30,ONLINE,Shell,New York,NY,COMPLETED,False,2.29,2025-07-25 23:08:30
TXN_00000923,ACC_219152069,TRANSFER,1744.46,2025-06-16,2025-06-16 23:08:30,BRANCH,,Los Angeles,IL,COMPLETED,False,3.29,2025-07-25 23:08:30
TXN_00000924,ACC_957944228,FEE,-8.12,2025-07-17,2025-07-17 23:08:30,ATM,,Los Angeles,CA,COMPLETED,False,1.86,2025-07-25 23:08:30
TXN_00000925,ACC_845556818,TRANSFER,-728.19,2025-06-01,2025-06-01 23:08:30,ONLINE,,New York,AZ,FAILED,False,2.99,2025-07-25 23:08:30
TXN_00000926,ACC_415876317,WITHDRAWAL,-339.44,2025-07-19,2025-07-19 23:08:30,MOBILE,Target,Phoenix,AZ,PENDING,False,2.55,2025-07-25 23:08:30
TXN_00000927,ACC_942527868,PAYMENT,-212.96,2025-05-08,2025-05-08 23:08:30,ATM,Target,Phoenix,TX,FAILED,False,1.75,2025-07-25 23:08:30
TXN_00000928,ACC_598503197,WITHDRAWAL,-342.31,2025-06-08,2025-06-08 23:08:30,PHONE,Netflix,Houston,TX,COMPLETED,False,1.4,2025-07-25 23:08:30
TXN_00000929,ACC_948926569,FEE,-19.14,2025-06-29,2025-06-29 23:08:30,ONLINE,,Los Angeles,TX,COMPLETED,False,0.77,2025-07-25 23:08:30
TXN_00000930,ACC_556364808,PAYMENT,-431.49,2025-06-08,2025-06-08 23:08:30,MOBILE,Spotify,New York,CA,COMPLETED,False,1.56,2025-07-25 23:08:30
TXN_00000931,ACC_477500732,WITHDRAWAL,-213.86,2025-05-27,2025-05-27 23:08:30,PHONE,Apple,Chicago,TX,PENDING,False,1.51,2025-07-25 23:08:30
TXN_00000932,ACC_494612942,PAYMENT,-684.56,2025-06-07,2025-06-07 23:08:30,ATM,Target,Houston,CA,COMPLETED,True,1.26,2025-07-25 23:08:30
TXN_00000933,ACC_188496207,TRANSFER,1370.41,2025-05-21,2025-05-21 23:08:30,PHONE,,New York,IL,COMPLETED,True,0.42,2025-07-25 23:08:30
TXN_00000934,ACC_486801418,DEPOSIT,2775.53,2025-06-13,2025-06-13 23:08:30,ONLINE,,Chicago,IL,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000935,ACC_304700754,INTEREST,60.6,2025-07-08,2025-07-08 23:08:30,PHONE,,Chicago,NY,COMPLETED,False,2.88,2025-07-25 23:08:30
TXN_00000936,ACC_940877558,PAYMENT,-58.91,2025-05-12,2025-05-12 23:08:30,ATM,Netflix,Phoenix,CA,PENDING,False,0.79,2025-07-25 23:08:30
TXN_00000937,ACC_904379808,WITHDRAWAL,-267.53,2025-05-20,2025-05-20 23:08:30,PHONE,Spotify,Houston,TX,COMPLETED,True,1.1,2025-07-25 23:08:30
TXN_00000938,ACC_301698698,PAYMENT,-233.72,2025-04-27,2025-04-27 23:08:30,BRANCH,Starbucks,Houston,TX,FAILED,True,1.31,2025-07-25 23:08:30
TXN_00000939,ACC_720094969,WITHDRAWAL,-350.27,2025-07-24,2025-07-24 23:08:30,BRANCH,McDonald's,Chicago,CA,PENDING,False,2.4,2025-07-25 23:08:30
TXN_00000940,ACC_533113857,INTEREST,53.99,2025-06-14,2025-06-14 23:08:30,PHONE,,New York,AZ,COMPLETED,False,0.54,2025-07-25 23:08:30
TXN_00000941,ACC_454603800,FEE,-20.08,2025-05-09,2025-05-09 23:08:30,PHONE,,Phoenix,TX,PENDING,False,3.32,2025-07-25 23:08:30
TXN_00000942,ACC_168407281,FEE,-31.64,2025-05-26,2025-05-26 23:08:30,ATM,,Chicago,AZ,PENDING,False,0.33,2025-07-25 23:08:30
TXN_00000943,ACC_212005417,INTEREST,55.51,2025-07-21,2025-07-21 23:08:30,PHONE,,Houston,NY,COMPLETED,False,0.24,2025-07-25 23:08:30
TXN_00000944,ACC_514350655,TRANSFER,-1176.43,2025-06-18,2025-06-18 23:08:30,PHONE,,New York,TX,COMPLETED,False,1.81,2025-07-25 23:08:30
TXN_00000945,ACC_284496457,TRANSFER,1438.83,2025-06-03,2025-06-03 23:08:30,BRANCH,,Los Angeles,NY,COMPLETED,False,1.46,2025-07-25 23:08:30
TXN_00000946,ACC_897943460,DEPOSIT,2006.07,2025-06-29,2025-06-29 23:08:30,ONLINE,,Los Angeles,IL,PENDING,False,0.0,2025-07-25 23:08:30
TXN_00000947,ACC_270490067,FEE,-22.68,2025-06-16,2025-06-16 23:08:30,PHONE,,Los Angeles,AZ,PENDING,False,0.71,2025-07-25 23:08:30
TXN_00000948,ACC_253214356,PAYMENT,-936.35,2025-06-04,2025-06-04 23:08:30,PHONE,Starbucks,Phoenix,IL,FAILED,False,1.61,2025-07-25 23:08:30
TXN_00000949,ACC_718617836,DEPOSIT,3712.72,2025-06-19,2025-06-19 23:08:30,BRANCH,,Chicago,IL,PENDING,False,0.0,2025-07-25 23:08:30
TXN_00000950,ACC_984150804,WITHDRAWAL,-296.62,2025-07-03,2025-07-03 23:08:30,PHONE,Uber,Houston,TX,COMPLETED,False,0.33,2025-07-25 23:08:30
TXN_00000951,ACC_850164093,DEPOSIT,1274.51,2025-07-05,2025-07-05 23:08:30,MOBILE,,Phoenix,IL,COMPLETED,False,0.0,2025-07-25 23:08:30
TXN_00000952,ACC_629878254,PAYMENT,-12.57,2025-05-16,2025-05-16 23:08:30,ATM,McDonald's,New York,NY,FAILED,False,1.44,2025-07-25 23:08:30
TXN_00000953,ACC_276994644,TRANSFER,-1170.51,2025-07-20,2025-07-20 23:08:30,BRANCH,,New York,NY,PENDING,False,1.2,2025-07-25 23:08:30
TXN_00000954,ACC_528790025,WITHDRAWAL,-305.63,2025-07-24,2025-07-24 23:08:30,MOBILE,Walmart,Los Angeles,IL,PENDING,False,1.61,2025-07-25 23:08:30
