customer_id,first_name,last_name,full_name,account_number,account_type,balance,account_open_date,last_transaction_date,address,city,state,zip_code,risk_score,account_status,monthly_income,created_timestamp
CUST_000126,Elizabeth,Martinez,Elizabeth Martinez,ACC_178954113,INVESTMENT,252623.51,2016-11-29,2025-07-08 23:08:30,4682 First St,Phoenix,CA,61629,682,ACTIVE,7387.28,2025-07-25 23:08:30
CUST_000127,David,Miller,David Miller,ACC_746889670,LOAN,-60262.68,2025-01-12,2025-07-24 23:08:30,737 Oak Blvd,Seattle,CO,69898,452,DORMANT,4677.37,2025-07-25 23:08:30
CUST_000128,Barbara,Hernandez,Barbara Hernandez,ACC_274485243,INVESTMENT,495317.25,2017-03-11,2025-06-29 23:08:30,5002 First Blvd,Denver,CO,79774,801,CLOSED,8698.71,2025-07-25 23:08:30
CUST_000129,John,Lopez,John Lopez,ACC_455665802,CHECKING,48996.91,2018-12-09,2025-07-16 23:08:30,536 First Dr,Dallas,NC,85821,533,CLOSED,,2025-07-25 23:08:30
CUST_000130,Linda,Garcia,Linda Garcia,ACC_662890182,LOAN,-23313.99,2021-03-21,2025-07-21 23:08:30,4068 Main St,San Antonio,NY,67807,621,ACTIVE,11286.0,2025-07-25 23:08:30
CUST_000131,Patricia,Taylor,Patricia Taylor,ACC_932120169,LOAN,-8868.43,2015-09-11,2025-06-28 23:08:30,1120 Second Ave,Denver,TX,83516,632,CLOSED,7521.9,2025-07-25 23:08:30
CUST_000132,Emily,Anderson,Emily Anderson,ACC_672440825,CREDIT,-4537.27,2017-11-26,2025-07-01 23:08:30,4431 First Dr,San Antonio,TX,46569,605,ACTIVE,14787.12,2025-07-25 23:08:30
CUST_000133,Jennifer,Miller,Jennifer Miller,ACC_841139461,INVESTMENT,159203.33,2021-07-28,2025-07-08 23:08:30,4580 Pine St,Boston,FL,61712,653,ACTIVE,6451.56,2025-07-25 23:08:30
CUST_000134,Michael,Lopez,Michael Lopez,ACC_574997731,CREDIT,-2526.62,2023-01-31,2025-07-19 23:08:30,8924 Pine Blvd,Phoenix,CA,90698,545,ACTIVE,,2025-07-25 23:08:30
CUST_000135,Matthew,Davis,Matthew Davis,ACC_784987769,SAVINGS,5722.87,2020-11-06,2025-07-15 23:08:30,7839 Main Ave,New York,CO,30701,716,CLOSED,13540.8,2025-07-25 23:08:30
CUST_000136,Linda,Miller,Linda Miller,ACC_911653317,CREDIT,-6788.32,2018-03-29,2025-07-24 23:08:30,1565 Second Ave,Boston,OH,14888,479,ACTIVE,5109.46,2025-07-25 23:08:30
CUST_000137,Jane,Gonzalez,Jane Gonzalez,ACC_946066287,INVESTMENT,93969.5,2017-01-31,2025-06-25 23:08:30,4842 Main St,San Jose,MA,89007,409,ACTIVE,14869.19,2025-07-25 23:08:30
CUST_000138,Elizabeth,Taylor,Elizabeth Taylor,ACC_630334421,SAVINGS,85180.44,2020-03-26,2025-07-17 23:08:30,3259 Main Blvd,Philadelphia,OH,70150,563,CLOSED,11839.41,2025-07-25 23:08:30
CUST_000139,Jennifer,Jackson,Jennifer Jackson,ACC_824132709,SAVINGS,17961.74,2015-11-19,2025-07-05 23:08:30,6743 Elm Blvd,Chicago,FL,97720,397,ACTIVE,8729.45,2025-07-25 23:08:30
CUST_000140,Lisa,Smith,Lisa Smith,ACC_380016058,INVESTMENT,118525.11,2017-01-11,2025-07-17 23:08:30,5500 Pine St,Dallas,NC,57127,541,ACTIVE,8584.74,2025-07-25 23:08:30
CUST_000141,Emily,Gonzalez,Emily Gonzalez,ACC_836665942,LOAN,-8612.5,2017-08-05,2025-07-01 23:08:30,5195 Second St,San Jose,PA,90560,526,ACTIVE,8738.18,2025-07-25 23:08:30
CUST_000142,Daniel,Martin,Daniel Martin,ACC_501176618,INVESTMENT,351268.42,2020-03-15,2025-07-01 23:08:30,8906 Second Ave,San Diego,NC,88094,383,DORMANT,11445.19,2025-07-25 23:08:30
CUST_000143,Michael,Jackson,Michael Jackson,ACC_220483278,CHECKING,41455.83,2019-10-25,2025-07-19 23:08:30,9483 First Ave,Philadelphia,PA,78202,752,ACTIVE,11603.02,2025-07-25 23:08:30
CUST_000144,Linda,Williams,Linda Williams,ACC_648011361,INVESTMENT,404537.35,2020-05-25,2025-07-21 23:08:30,8509 Elm Dr,Los Angeles,CO,70604,615,CLOSED,,2025-07-25 23:08:30
CUST_000145,William,Smith,William Smith,ACC_900801470,SAVINGS,58041.97,2024-12-22,2025-07-12 23:08:30,5744 Second St,Boston,NY,19046,783,ACTIVE,5159.78,2025-07-25 23:08:30
CUST_000146,David,Wilson,David Wilson,ACC_502074351,INVESTMENT,224820.03,2021-04-01,2025-07-13 23:08:30,1414 Second Ave,Jacksonville,CA,33392,850,ACTIVE,11734.3,2025-07-25 23:08:30
CUST_000147,Lisa,Smith,Lisa Smith,ACC_911941471,CHECKING,48926.69,2020-04-16,2025-07-04 23:08:30,9020 Elm Dr,San Diego,TX,70375,654,ACTIVE,14248.92,2025-07-25 23:08:30
CUST_000148,Sarah,Johnson,Sarah Johnson,ACC_969170578,INVESTMENT,307846.68,2015-07-29,2025-06-27 23:08:30,356 Oak Ave,Chicago,CA,87849,334,ACTIVE,11439.44,2025-07-25 23:08:30
CUST_000149,Jane,Davis,Jane Davis,ACC_895149930,CHECKING,20173.04,2022-11-09,2025-07-08 23:08:30,3659 Main Ave,Denver,AZ,40692,626,DORMANT,11070.38,2025-07-25 23:08:30
CUST_000150,James,Davis,James Davis,ACC_424017094,SAVINGS,98576.71,2019-08-21,2025-07-18 23:08:30,6875 Pine Blvd,Los Angeles,CO,87550,479,CLOSED,9670.21,2025-07-25 23:08:30
CUST_000151,Jane,Lopez,Jane Lopez,ACC_790755362,INVESTMENT,393116.49,2021-11-28,2025-07-03 23:08:30,6921 Elm Ave,San Jose,FL,34101,850,ACTIVE,5704.13,2025-07-25 23:08:30
CUST_000152,David,Anderson,David Anderson,ACC_161873231,LOAN,-59144.93,2020-10-23,2025-07-08 23:08:30,8783 Oak Dr,San Diego,AZ,36651,638,CLOSED,,2025-07-25 23:08:30
CUST_000153,Daniel,Lopez,Daniel Lopez,ACC_199282456,LOAN,-28266.11,2023-05-07,2025-07-24 23:08:30,4498 Elm St,Chicago,TX,87015,522,ACTIVE,13884.39,2025-07-25 23:08:30
CUST_000154,Jennifer,Smith,Jennifer Smith,ACC_327426863,SAVINGS,96226.72,2024-03-02,2025-07-02 23:08:30,7946 Oak Ave,Fort Worth,TX,82362,629,ACTIVE,9403.8,2025-07-25 23:08:30
CUST_000155,Mary,Martinez,Mary Martinez,ACC_380849661,CREDIT,-4871.83,2019-11-28,2025-07-11 23:08:30,1715 Second Dr,Austin,TX,58589,620,ACTIVE,,2025-07-25 23:08:30
CUST_000156,Lisa,Jones,Lisa Jones,ACC_117415986,CREDIT,-4466.88,2018-12-07,2025-07-07 23:08:30,6941 Pine Ave,San Antonio,PA,40149,688,DORMANT,8991.62,2025-07-25 23:08:30
CUST_000157,James,Rodriguez,James Rodriguez,ACC_919652226,INVESTMENT,483287.63,2018-04-15,2025-07-02 23:08:30,8137 Elm Ave,Jacksonville,IL,28344,800,ACTIVE,9505.64,2025-07-25 23:08:30
CUST_000158,Jane,Taylor,Jane Taylor,ACC_136317983,CHECKING,47264.89,2017-12-27,2025-07-24 23:08:30,204 Elm Ave,San Diego,CA,29795,309,ACTIVE,7478.41,2025-07-25 23:08:30
CUST_000159,Barbara,Martin,Barbara Martin,ACC_618836510,INVESTMENT,8850.15,2019-07-08,2025-07-08 23:08:30,6839 Main St,Denver,OH,46010,848,ACTIVE,,2025-07-25 23:08:30
CUST_000160,Patricia,Garcia,Patricia Garcia,ACC_214908010,CHECKING,26266.83,2022-10-12,2025-07-19 23:08:30,8725 Pine Blvd,Dallas,FL,20357,682,ACTIVE,5918.49,2025-07-25 23:08:30
CUST_000161,Lisa,Martinez,Lisa Martinez,ACC_834484102,CHECKING,32721.41,2015-11-10,2025-07-05 23:08:30,619 Main Dr,Fort Worth,FL,82443,787,ACTIVE,11434.14,2025-07-25 23:08:30
CUST_000162,Michael,Thomas,Michael Thomas,ACC_565906941,CREDIT,-4341.43,2015-11-11,2025-07-22 23:08:30,8753 Main Ave,San Antonio,OH,84289,786,ACTIVE,,2025-07-25 23:08:30
CUST_000163,Michael,Rodriguez,Michael Rodriguez,ACC_683074772,LOAN,-34847.19,2023-06-22,2025-06-26 23:08:30,5252 Main Ave,Phoenix,OH,62205,378,ACTIVE,5885.67,2025-07-25 23:08:30
CUST_000164,Christopher,Moore,Christopher Moore,ACC_456192204,INVESTMENT,378049.02,2023-11-30,2025-06-30 23:08:30,1384 First Blvd,Los Angeles,CA,67290,537,ACTIVE,12228.07,2025-07-25 23:08:30
CUST_000165,Barbara,Gonzalez,Barbara Gonzalez,ACC_930598266,CREDIT,-9703.74,2022-06-02,2025-06-30 23:08:30,7481 Elm Ave,Jacksonville,CO,59207,742,ACTIVE,10928.06,2025-07-25 23:08:30
CUST_000166,Michael,Martin,Michael Martin,ACC_417161302,SAVINGS,71454.3,2024-07-24,2025-07-17 23:08:30,2626 Elm Ave,Fort Worth,PA,57277,409,ACTIVE,,2025-07-25 23:08:30
CUST_000167,Jennifer,Anderson,Jennifer Anderson,ACC_486458467,CREDIT,-8977.69,2024-07-03,2025-07-20 23:08:30,7161 Elm Dr,Houston,NY,21746,662,DORMANT,,2025-07-25 23:08:30
CUST_000168,Barbara,Hernandez,Barbara Hernandez,ACC_513646070,CHECKING,14663.18,2021-02-18,2025-07-01 23:08:30,1487 Second Ave,Denver,IL,99825,689,ACTIVE,6613.58,2025-07-25 23:08:30
CUST_000169,Linda,Jones,Linda Jones,ACC_167932588,SAVINGS,43750.29,2020-10-05,2025-07-16 23:08:30,8033 Main Blvd,Dallas,TX,91924,807,DORMANT,8494.34,2025-07-25 23:08:30
CUST_000170,David,Martinez,David Martinez,ACC_107266407,INVESTMENT,166776.39,2018-07-12,2025-07-13 23:08:30,5499 Elm Blvd,Columbus,NC,87908,439,ACTIVE,14367.35,2025-07-25 23:08:30
CUST_000171,Robert,Thomas,Robert Thomas,ACC_437351729,SAVINGS,96475.17,2021-11-26,2025-07-16 23:08:30,8144 First Ave,Austin,FL,46739,702,ACTIVE,9766.21,2025-07-25 23:08:30
CUST_000172,Anthony,Moore,Anthony Moore,ACC_293195372,LOAN,-97335.31,2017-04-30,2025-07-11 23:08:30,3534 Elm Blvd,Chicago,FL,98208,811,ACTIVE,5904.25,2025-07-25 23:08:30
CUST_000173,David,Wilson,David Wilson,ACC_947264726,INVESTMENT,37908.6,2018-10-11,2025-07-10 23:08:30,9639 Elm Dr,Boston,NY,57124,849,DORMANT,4019.78,2025-07-25 23:08:30
CUST_000174,Lisa,Lopez,Lisa Lopez,ACC_278604592,LOAN,-95614.63,2018-04-01,2025-07-04 23:08:30,6647 Pine Dr,Houston,NY,22924,564,ACTIVE,9225.57,2025-07-25 23:08:30
CUST_000175,Anthony,Jackson,Anthony Jackson,ACC_337331022,INVESTMENT,187685.66,2020-04-16,2025-07-01 23:08:30,9743 Second Ave,Jacksonville,NY,73277,407,ACTIVE,14540.73,2025-07-25 23:08:30
CUST_000176,Sarah,Jones,Sarah Jones,ACC_474015041,CREDIT,-6569.33,2016-09-08,2025-07-19 23:08:30,8637 Elm Blvd,Seattle,CA,67431,763,ACTIVE,,2025-07-25 23:08:30
CUST_000177,Jane,Brown,Jane Brown,ACC_124250578,CREDIT,-3520.3,2017-11-21,2025-06-30 23:08:30,2792 Second Ave,Denver,IL,82339,463,ACTIVE,14501.55,2025-07-25 23:08:30
CUST_000178,Lisa,Gonzalez,Lisa Gonzalez,ACC_776199993,SAVINGS,19045.5,2018-02-10,2025-07-12 23:08:30,6581 Main Ave,Charlotte,MA,66302,698,ACTIVE,5469.41,2025-07-25 23:08:30
CUST_000179,Michael,Jackson,Michael Jackson,ACC_209255425,LOAN,-81490.98,2021-10-29,2025-07-19 23:08:30,7596 Main Blvd,Seattle,CO,93769,620,DORMANT,7710.53,2025-07-25 23:08:30
CUST_000180,Sarah,Lopez,Sarah Lopez,ACC_477940931,INVESTMENT,309063.98,2016-05-10,2025-07-04 23:08:30,4973 First St,Phoenix,PA,25448,544,ACTIVE,7479.67,2025-07-25 23:08:30
CUST_000181,David,Taylor,David Taylor,ACC_517109257,INVESTMENT,298616.48,2019-01-14,2025-07-13 23:08:30,7031 Oak Dr,Boston,OH,94575,477,DORMANT,6466.02,2025-07-25 23:08:30
CUST_000182,Emily,Hernandez,Emily Hernandez,ACC_584258607,LOAN,-94692.48,2021-06-16,2025-06-25 23:08:30,257 Elm Ave,San Antonio,FL,83607,817,CLOSED,11216.36,2025-07-25 23:08:30
CUST_000183,Patricia,Anderson,Patricia Anderson,ACC_624737111,SAVINGS,8725.73,2025-02-19,2025-06-30 23:08:30,3713 Pine St,Dallas,TX,80465,595,ACTIVE,9787.81,2025-07-25 23:08:30
CUST_000184,Linda,Moore,Linda Moore,ACC_648473746,CHECKING,28678.43,2022-06-24,2025-07-01 23:08:30,8998 Pine St,Charlotte,CO,38644,735,ACTIVE,10844.06,2025-07-25 23:08:30
CUST_000185,Lisa,Martinez,Lisa Martinez,ACC_134607126,INVESTMENT,132144.8,2015-10-25,2025-06-29 23:08:30,1525 Elm St,San Diego,TX,87060,659,CLOSED,8138.0,2025-07-25 23:08:30
CUST_000186,Barbara,Jones,Barbara Jones,ACC_942725534,SAVINGS,81446.22,2016-06-13,2025-07-24 23:08:30,9440 Pine Blvd,Boston,IL,52421,599,ACTIVE,14428.77,2025-07-25 23:08:30
CUST_000187,Matthew,Brown,Matthew Brown,ACC_245587477,INVESTMENT,459465.59,2022-05-17,2025-06-28 23:08:30,2178 Second Ave,San Diego,IL,52217,553,CLOSED,4706.06,2025-07-25 23:08:30
CUST_000188,William,Wilson,William Wilson,ACC_502838221,INVESTMENT,38682.62,2016-07-28,2025-06-27 23:08:30,1625 Elm Blvd,Jacksonville,WA,73968,635,DORMANT,,2025-07-25 23:08:30
CUST_000189,Michael,Anderson,Michael Anderson,ACC_781654847,CREDIT,-1498.94,2016-07-23,2025-07-08 23:08:30,6616 Oak Dr,San Antonio,WA,45197,630,ACTIVE,9935.2,2025-07-25 23:08:30
CUST_000190,Anthony,Thomas,Anthony Thomas,ACC_946434607,CREDIT,-1058.45,2016-12-07,2025-07-24 23:08:30,852 Main Dr,New York,CA,30707,751,ACTIVE,,2025-07-25 23:08:30
CUST_000191,Patricia,Miller,Patricia Miller,ACC_839369897,SAVINGS,88273.7,2022-02-05,2025-07-20 23:08:30,4589 Main Blvd,Dallas,CA,58738,469,ACTIVE,6666.11,2025-07-25 23:08:30
CUST_000192,Lisa,Wilson,Lisa Wilson,ACC_803821904,CHECKING,35214.53,2025-06-21,2025-07-19 23:08:30,7912 Main Ave,San Diego,CO,99126,755,ACTIVE,,2025-07-25 23:08:30
CUST_000193,James,Brown,James Brown,ACC_553456129,SAVINGS,48031.17,2022-12-01,2025-07-13 23:08:30,1563 Second St,Houston,PA,58177,606,ACTIVE,12760.42,2025-07-25 23:08:30
CUST_000194,David,Jones,David Jones,ACC_173456403,LOAN,-44234.17,2018-08-22,2025-07-05 23:08:30,2788 Elm Blvd,San Antonio,NC,29840,721,DORMANT,13319.55,2025-07-25 23:08:30
CUST_000195,Michael,Brown,Michael Brown,ACC_250337960,CHECKING,29519.74,2021-03-06,2025-07-14 23:08:30,7135 Pine Ave,San Diego,AZ,94491,386,ACTIVE,10200.09,2025-07-25 23:08:30
CUST_000196,Barbara,Martinez,Barbara Martinez,ACC_936412291,CHECKING,42409.82,2018-02-06,2025-06-27 23:08:30,5042 Oak Ave,Fort Worth,AZ,94694,355,ACTIVE,4352.92,2025-07-25 23:08:30
CUST_000197,Linda,Martin,Linda Martin,ACC_176248559,LOAN,-12016.27,2025-05-07,2025-07-14 23:08:30,5285 Oak Dr,Columbus,PA,81612,476,ACTIVE,12244.4,2025-07-25 23:08:30
CUST_000198,John,Jackson,John Jackson,ACC_172512549,CHECKING,13183.05,2025-01-13,2025-06-26 23:08:30,1090 Elm Blvd,Denver,FL,65518,711,ACTIVE,9451.86,2025-07-25 23:08:30
CUST_000199,David,Rodriguez,David Rodriguez,ACC_189761677,CREDIT,-9209.78,2023-03-16,2025-06-30 23:08:30,2645 First Blvd,Fort Worth,MA,93138,367,ACTIVE,11759.5,2025-07-25 23:08:30
CUST_000200,Lisa,Johnson,Lisa Johnson,ACC_362508142,CHECKING,46238.92,2024-03-07,2025-07-11 23:08:30,1001 Pine Ave,Houston,NY,27984,311,ACTIVE,7160.46,2025-07-25 23:08:30
CUST_000201,Matthew,Rodriguez,Matthew Rodriguez,ACC_279275105,CREDIT,-8730.69,2016-09-21,2025-06-28 23:08:30,4503 Second St,New York,PA,66272,578,DORMANT,,2025-07-25 23:08:30
CUST_000202,Anthony,Williams,Anthony Williams,ACC_632734398,INVESTMENT,255880.16,2024-11-10,2025-07-10 23:08:30,9387 Oak Blvd,Philadelphia,AZ,23487,418,ACTIVE,3030.82,2025-07-25 23:08:30
CUST_000203,John,Davis,John Davis,ACC_149372289,INVESTMENT,182624.27,2023-10-20,2025-07-20 23:08:30,679 First Dr,San Diego,PA,42540,726,CLOSED,12911.96,2025-07-25 23:08:30
CUST_000204,Anthony,Lopez,Anthony Lopez,ACC_228205773,LOAN,-33340.75,2024-11-22,2025-07-20 23:08:30,3756 First St,Fort Worth,CA,70960,589,ACTIVE,9637.1,2025-07-25 23:08:30
CUST_000205,John,Lopez,John Lopez,ACC_315469014,CREDIT,-4361.93,2022-01-28,2025-07-02 23:08:30,4074 Elm Blvd,Seattle,TX,81638,551,ACTIVE,,2025-07-25 23:08:30
CUST_000206,Patricia,Smith,Patricia Smith,ACC_350179421,LOAN,-65704.05,2016-01-26,2025-07-03 23:08:30,257 Pine St,Fort Worth,OH,50306,406,ACTIVE,5858.01,2025-07-25 23:08:30
CUST_000207,Linda,Johnson,Linda Johnson,ACC_252872361,CREDIT,-9069.73,2022-11-20,2025-06-27 23:08:30,8615 Elm Blvd,Charlotte,OH,21128,397,DORMANT,12839.55,2025-07-25 23:08:30
CUST_000208,Michael,Jackson,Michael Jackson,ACC_709692870,CHECKING,21805.65,2024-01-07,2025-07-18 23:08:30,4878 Pine Blvd,Fort Worth,OH,52762,625,ACTIVE,3896.25,2025-07-25 23:08:30
CUST_000209,Robert,Jones,Robert Jones,ACC_937450959,LOAN,-89211.69,2024-04-19,2025-07-20 23:08:30,7465 Elm Blvd,Columbus,CA,80244,666,ACTIVE,8560.16,2025-07-25 23:08:30
CUST_000210,Sarah,Williams,Sarah Williams,ACC_269238221,CREDIT,-1736.13,2017-09-01,2025-07-06 23:08:30,760 Oak Blvd,Phoenix,CA,42534,664,ACTIVE,11126.2,2025-07-25 23:08:30
CUST_000211,William,Garcia,William Garcia,ACC_133374137,INVESTMENT,427446.05,2019-04-01,2025-07-02 23:08:30,9113 Oak St,Charlotte,CA,28322,424,ACTIVE,,2025-07-25 23:08:30
CUST_000212,Lisa,Jones,Lisa Jones,ACC_312743722,INVESTMENT,186747.63,2018-06-01,2025-06-25 23:08:30,1476 First Blvd,Chicago,NY,18450,502,CLOSED,4545.5,2025-07-25 23:08:30
CUST_000213,James,Brown,James Brown,ACC_145844821,INVESTMENT,26268.21,2019-01-18,2025-07-12 23:08:30,6571 Elm St,Fort Worth,NC,65923,476,ACTIVE,5245.81,2025-07-25 23:08:30
CUST_000214,William,Anderson,William Anderson,ACC_259591761,CHECKING,30743.92,2018-07-25,2025-07-18 23:08:30,4935 Elm Dr,Boston,WA,17992,389,ACTIVE,8030.82,2025-07-25 23:08:30
CUST_000215,Matthew,Davis,Matthew Davis,ACC_777267364,LOAN,-21310.22,2021-03-12,2025-06-30 23:08:30,5983 Elm Dr,Jacksonville,MA,75849,629,ACTIVE,3312.76,2025-07-25 23:08:30
CUST_000216,Barbara,Davis,Barbara Davis,ACC_131464348,CREDIT,-9414.09,2020-03-11,2025-07-09 23:08:30,5956 First Ave,Philadelphia,CA,42487,546,ACTIVE,12494.85,2025-07-25 23:08:30
CUST_000217,Jane,Davis,Jane Davis,ACC_718144695,INVESTMENT,178047.51,2016-01-27,2025-06-28 23:08:30,2946 Oak Ave,Austin,OH,57026,328,CLOSED,14370.7,2025-07-25 23:08:30
CUST_000218,Anthony,Jones,Anthony Jones,ACC_704633564,SAVINGS,83751.34,2016-05-24,2025-06-27 23:08:30,8164 First Blvd,Philadelphia,WA,14975,392,ACTIVE,5625.71,2025-07-25 23:08:30
CUST_000219,Matthew,Thomas,Matthew Thomas,ACC_100733897,CREDIT,-821.04,2023-03-23,2025-06-30 23:08:30,2237 Pine Ave,Austin,NY,12872,451,DORMANT,4699.83,2025-07-25 23:08:30
CUST_000220,Sarah,Taylor,Sarah Taylor,ACC_491797490,CHECKING,18742.18,2018-01-21,2025-07-13 23:08:30,9701 Main Blvd,San Jose,PA,27884,461,CLOSED,12502.11,2025-07-25 23:08:30
CUST_000221,Linda,Hernandez,Linda Hernandez,ACC_287048690,LOAN,-31337.52,2018-08-08,2025-06-30 23:08:30,5946 Oak Ave,Fort Worth,AZ,48602,430,ACTIVE,14385.46,2025-07-25 23:08:30
CUST_000222,Anthony,Gonzalez,Anthony Gonzalez,ACC_927672827,LOAN,-96794.11,2018-09-23,2025-07-15 23:08:30,3719 Second St,Seattle,IL,53406,379,ACTIVE,6834.22,2025-07-25 23:08:30
CUST_000223,Michael,Hernandez,Michael Hernandez,ACC_579565240,CHECKING,13334.1,2022-09-07,2025-07-03 23:08:30,1210 Pine Blvd,Houston,OH,10167,349,ACTIVE,8035.84,2025-07-25 23:08:30
CUST_000224,Emily,Wilson,Emily Wilson,ACC_629442753,INVESTMENT,176264.35,2021-04-10,2025-07-22 23:08:30,7955 First Ave,Philadelphia,WA,19661,334,ACTIVE,,2025-07-25 23:08:30
CUST_000225,William,Brown,William Brown,ACC_179672074,CREDIT,-8298.95,2021-04-10,2025-07-20 23:08:30,1328 First St,Austin,MA,90431,794,CLOSED,,2025-07-25 23:08:30
CUST_000226,Emily,Martin,Emily Martin,ACC_566219118,SAVINGS,5828.8,2021-10-08,2025-07-19 23:08:30,3212 Elm Blvd,San Jose,AZ,41135,398,ACTIVE,9595.95,2025-07-25 23:08:30
CUST_000227,Linda,Jones,Linda Jones,ACC_158524142,CREDIT,-9961.84,2024-07-02,2025-07-16 23:08:30,9933 Elm Ave,Houston,NY,37125,474,CLOSED,3983.23,2025-07-25 23:08:30
CUST_000228,Sarah,Martinez,Sarah Martinez,ACC_942754807,INVESTMENT,236001.28,2018-01-26,2025-07-17 23:08:30,1593 Second Dr,Philadelphia,PA,59996,678,ACTIVE,6159.55,2025-07-25 23:08:30
CUST_000229,Daniel,Rodriguez,Daniel Rodriguez,ACC_342925794,CREDIT,-4357.53,2023-10-15,2025-07-01 23:08:30,1684 Main Blvd,Boston,FL,87296,532,DORMANT,,2025-07-25 23:08:30
CUST_000230,Christopher,Taylor,Christopher Taylor,ACC_549502766,LOAN,-31980.27,2020-02-28,2025-07-07 23:08:30,3960 Elm Blvd,Chicago,FL,14551,814,DORMANT,12605.4,2025-07-25 23:08:30
CUST_000231,Barbara,Jones,Barbara Jones,ACC_229151674,INVESTMENT,87266.61,2023-08-11,2025-07-19 23:08:30,3257 Oak St,Columbus,CA,99538,745,ACTIVE,10526.71,2025-07-25 23:08:30
CUST_000232,Barbara,Rodriguez,Barbara Rodriguez,ACC_443328397,CHECKING,4442.67,2019-03-31,2025-07-13 23:08:30,9144 Pine Blvd,Denver,WA,11620,835,ACTIVE,4795.71,2025-07-25 23:08:30
CUST_000233,Anthony,Jackson,Anthony Jackson,ACC_725644753,CHECKING,46253.92,2019-03-05,2025-07-01 23:08:30,1754 Pine Blvd,Columbus,AZ,60206,797,DORMANT,3449.59,2025-07-25 23:08:30
CUST_000234,William,Gonzalez,William Gonzalez,ACC_254460628,LOAN,-39743.13,2017-09-14,2025-07-13 23:08:30,735 Elm Blvd,San Diego,NY,72287,575,ACTIVE,,2025-07-25 23:08:30
CUST_000235,Jennifer,Martinez,Jennifer Martinez,ACC_401019924,INVESTMENT,429259.16,2017-10-20,2025-07-22 23:08:30,3834 Oak Blvd,Charlotte,PA,45313,726,DORMANT,5255.23,2025-07-25 23:08:30
CUST_000236,Robert,Wilson,Robert Wilson,ACC_895583423,INVESTMENT,379987.15,2015-10-04,2025-07-14 23:08:30,1020 First Ave,Chicago,AZ,76426,713,ACTIVE,9291.43,2025-07-25 23:08:30
CUST_000237,Anthony,Smith,Anthony Smith,ACC_286549068,SAVINGS,87580.47,2023-03-26,2025-06-29 23:08:30,1044 Oak St,Charlotte,NY,57235,503,ACTIVE,8570.62,2025-07-25 23:08:30
CUST_000238,Christopher,Brown,Christopher Brown,ACC_831405402,CHECKING,12172.71,2020-01-01,2025-07-06 23:08:30,7408 Oak Dr,Boston,PA,55121,467,ACTIVE,11266.21,2025-07-25 23:08:30
CUST_000239,Jennifer,Smith,Jennifer Smith,ACC_515071728,CHECKING,8229.08,2019-01-25,2025-07-01 23:08:30,3611 Oak Ave,San Antonio,AZ,95404,719,DORMANT,,2025-07-25 23:08:30
CUST_000240,John,Thomas,John Thomas,ACC_242071170,SAVINGS,60313.62,2025-05-22,2025-07-18 23:08:30,4235 First Blvd,Dallas,FL,59345,657,ACTIVE,8600.38,2025-07-25 23:08:30
CUST_000241,Matthew,Martin,Matthew Martin,ACC_526439295,LOAN,-89871.1,2019-09-30,2025-07-04 23:08:30,6231 First Blvd,San Jose,NC,24169,793,ACTIVE,6317.8,2025-07-25 23:08:30
CUST_000242,James,Rodriguez,James Rodriguez,ACC_380404354,CREDIT,-8116.4,2019-09-07,2025-07-01 23:08:30,4037 Main Dr,Austin,NC,28340,326,CLOSED,6547.26,2025-07-25 23:08:30
CUST_000243,Patricia,Gonzalez,Patricia Gonzalez,ACC_516907018,CHECKING,29192.88,2019-01-25,2025-06-29 23:08:30,3211 Pine Ave,Boston,NC,72355,667,DORMANT,5039.84,2025-07-25 23:08:30
CUST_000244,Elizabeth,Garcia,Elizabeth Garcia,ACC_415448230,CHECKING,23591.97,2017-03-05,2025-07-17 23:08:30,9259 Oak Blvd,Chicago,TX,56567,528,CLOSED,8045.67,2025-07-25 23:08:30
CUST_000245,James,Lopez,James Lopez,ACC_379773344,LOAN,-70888.94,2015-12-09,2025-07-22 23:08:30,7809 Main St,Seattle,TX,75598,422,CLOSED,6580.27,2025-07-25 23:08:30
CUST_000246,Jane,Jones,Jane Jones,ACC_247494816,SAVINGS,34595.65,2019-02-05,2025-06-27 23:08:30,7596 Oak Blvd,Philadelphia,CA,73908,640,CLOSED,6760.97,2025-07-25 23:08:30
CUST_000247,Jane,Smith,Jane Smith,ACC_585388459,CREDIT,-7906.18,2016-10-22,2025-07-20 23:08:30,9541 Oak Dr,Chicago,IL,90541,744,CLOSED,8148.31,2025-07-25 23:08:30
CUST_000248,Linda,Gonzalez,Linda Gonzalez,ACC_105013454,CHECKING,26735.75,2017-04-16,2025-07-14 23:08:30,330 Pine Ave,New York,NC,10540,554,ACTIVE,7132.2,2025-07-25 23:08:30
CUST_000249,David,Brown,David Brown,ACC_511834185,LOAN,-41721.6,2023-08-11,2025-07-23 23:08:30,849 Pine Blvd,Charlotte,OH,78195,836,ACTIVE,11241.36,2025-07-25 23:08:30
CUST_000250,David,Hernandez,David Hernandez,ACC_626325353,CREDIT,-2498.84,2023-08-20,2025-06-25 23:08:30,6709 Main Ave,San Diego,OH,27197,516,CLOSED,,2025-07-25 23:08:30
